Standardized_SMILES,CMPD_CHEMBLID,CANONICAL_SMILES,RELATION,STANDARD_VALUE,STANDARD_UNITS,PROTEIN_ACCESSION,PREF_NAME,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS
C[C@H](O)CN1CCC(CC1)C1=CC=C(NC2=NN3C(=CC=C3C3=CC=CC(=C3)S(=O)(=O)NC(C)(C)C)C=N2)C=C1,CHEMBL1921819,C[C@H](O)CN1CCC(CC1)c2ccc(Nc3ncc4ccc(c5cccc(c5)S(=O)(=O)NC(C)(C)C)n4n3)cc2,=,1.5,nM,O60674,Tyrosine-protein kinase JAK2,22041060,Bioorg. Med. Chem. Lett.,2011,21,24,7325,562.73,4.82,120.23,1
NC(=O)C1=C(NC2=CC(F)=CC=N2)SC(=C1)C1=CC=CC=C1,CHEMBL3234886,NC(=O)c1cc(sc1Nc2cc(F)ccn2)c3ccccc3,=,227,nM,O60674,Tyrosine-protein kinase JAK2,24666646,Bioorg. Med. Chem. Lett.,2014,24,8,1968,313.35,3.57,96.25,0
NC1=NN2C=CC=C(C2=N1)C1=CC=C(C=C1)C(F)(F)F,CHEMBL2062793,Nc1nc2c(cccn2n1)c3ccc(cc3)C(F)(F)F,=,193,nM,O60674,Tyrosine-protein kinase JAK2,22594690,J. Med. Chem.,2012,55,11,5243,278.23,2.86,56.21,0
CC(=O)N1CCC[C@H](C1)NC(=O)NC1=CN=C2NC=CC2=N1,CHEMBL3335680,CC(=O)N1CCCC(C1)NC(=O)Nc2cnc3[nH]ccc3n2,=,92,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,302.33,-0.01,103.01,0
C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC=NC(OCC\C=C\COCC1=C2)=C3,CHEMBL2035052,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccnc(OCC\C=C\COCc2c3)c5,=,18,nM,O60674,Tyrosine-protein kinase JAK2,22339472,J. Med. Chem.,2012,55,6,2623,473.57,4.44,81.63,0
NC1=NNC2=CC=C(C=C12)C1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,CHEMBL520947,Nc1n[nH]c2ccc(cc12)c3ccc(cc3)S(=O)(=O)N4CCOCC4,=,330,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,358.41,1.59,109.69,0
COC1=CC=C(C=C1F)C1=NC2=C(NC3=C2C=CC(=C3)N2CCN(C)CC2)C(=C1)C(N)=O,CHEMBL3639484,COc1ccc(cc1F)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)N5CCN(C)CC5,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,433.48,3.86,87.47,0
CS(=O)(=O)NC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(CN3CCC(O)CC3)C=C2)=N1,CHEMBL1078767,CS(=O)(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(CN4CCC(O)CC4)cc3)n2,=,16,nM,O60674,Tyrosine-protein kinase JAK2,19762238,Bioorg. Med. Chem. Lett.,2009,19,20,5887,453.56,2.49,115.83,0
O=C1N=CNC2=CC(N[C@@H]3CCCNC3)=NC(NC3=C4NC=CC4=CC=C3)=C12,CHEMBL3262619,O=C1NC=Nc2cc(N[C@@H]3CCCNC3)nc(Nc4cccc5cc[nH]c45)c12,=,950,nM,O60674,Tyrosine-protein kinase JAK2,24726806,Bioorg. Med. Chem. Lett.,2014,24,10,2278,375.43,2.42,106.22,0
C[C@H](NC1=NC(N2CCOCC2)=C2N=CN(C3=NNC(C)=C3)C2=N1)C1=CC=C(F)C=N1,CHEMBL3659509,C[C@H](Nc1nc(N2CCOCC2)c3ncn(c4cc(C)[nH]n4)c3n1)c5ccc(F)cn5,=,773,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,423.45,2.73,109.67,0
C[C@H]1CN(C(=O)CC#N)[C@@]11CCN(C1)C1=C2C=CNC2=NC=N1,CHEMBL3689518,CC1CN(C(=O)CC#N)C12CCN(C2)c3ncnc4[nH]ccc34,=,2.1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,310.35,0.8,88.91,0
CC1=CC(=CC=C1CN1CCOCC1)C1=C2N=C(C=NC2=CC=C1)C1=CC=C(C(=O)N2CCOCC2)C(C)=C1,CHEMBL1089815,Cc1cc(ccc1CN2CCOCC2)c3cccc4ncc(nc34)c5ccc(C(=O)N6CCOCC6)c(C)c5,=,13,nM,O60674,Tyrosine-protein kinase JAK2,20231096,Bioorg. Med. Chem. Lett.,2010,20,8,2609,522.64,4.59,67.79,1
CN1CCN(CC1)C1=CC(OC2=C(F)C=CC=C2F)=NC(=N1)N1C=NC2=CC=NC=C12,CHEMBL385114,CN1CCN(CC1)c2cc(Oc3c(F)cccc3F)nc(n2)n4cnc5ccncc45,=,68,nM,O60674,Tyrosine-protein kinase JAK2,16934457,Bioorg. Med. Chem. Lett.,2006,16,21,5633,423.42,3.89,72.2,0
O=C1CCCN1CCOC1=CC=C2NC3=NC=CC(=N3)C3=CC=CC(COC\C=C\COCC1=C2)=C3,CHEMBL2181332,O=C1CCCN1CCOc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5,=,22,nM,O60674,Tyrosine-protein kinase JAK2,21604762,J. Med. Chem.,2011,54,13,4638,486.56,3.6,85.81,0
OC1=CC=C(C=C1)N1CCN(CC1)S(=O)(=O)C1=CC=CS1,CHEMBL1559437,Oc1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3cccs3,=,5658,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,324.42,2.12,97.46,0
CCOC1=CC=C(C=C1)C(=O)[C@@H](CN1CCOCC1)C1=CC=CC=C1,CHEMBL1585185,Cl.CCOc1ccc(cc1)C(=O)C(CN2CCOCC2)c3ccccc3,=,2404,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,339.43,3.34,38.77,0
C[C@H](NC1=C2C=C(N(C)C2=NC(=N1)N1C=NC2=CC=NC=C12)C(=O)NCCCN1CCOCC1)C1=CC=CC=C1,CHEMBL233969,C[C@H](Nc1nc(nc2c1cc(C(=O)NCCCN3CCOCC3)n2C)n4cnc5ccncc45)c6ccccc6,=,42,nM,O60674,Tyrosine-protein kinase JAK2,17189692,Bioorg. Med. Chem. Lett.,2007,17,5,1250,539.63,3.12,115.02,1
CS(=O)(=O)N1CCC(CC1)NC(=O)C1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=CC(F)=CC=C1F,CHEMBL3675922,CS(=O)(=O)N1CCC(CC1)NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cc(F)ccc5F,=,388,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,504.55,1.66,108.29,1
NC(=O)C1=C(NC2=CC=CC=C2)SC(=C1)C1=CC=CC=C1,CHEMBL3234893,NC(=O)c1cc(sc1Nc2ccccc2)c3ccccc3,=,1010,nM,O60674,Tyrosine-protein kinase JAK2,24666646,Bioorg. Med. Chem. Lett.,2014,24,8,1968,294.37,3.98,83.36,0
CC1=CC=CC(NC2=C(C=C(S2)C2=CC=CC(F)=C2F)C(N)=O)=N1,CHEMBL3234879,Cc1cccc(Nc2sc(cc2C(=O)N)c3cccc(F)c3F)n1,=,80,nM,O60674,Tyrosine-protein kinase JAK2,24666646,Bioorg. Med. Chem. Lett.,2014,24,8,1968,345.37,4.06,96.25,0
CCNC(=O)C1=C2SC(=CC2=C(N)N=C1)C1=CC=C(C=C1)N1CCOCC1,CHEMBL1938644,CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,=,48,nM,O60674,Tyrosine-protein kinase JAK2,22087750,J. Med. Chem.,2011,54,24,8440,382.48,2.55,108.72,0
C[C@@H](NC1=NC(NC2=CN(C)C=N2)=C2C=CC=NC2=N1)C1=NC=C(F)C=N1,CHEMBL3116061,CC(Nc1nc(Nc2cn(C)cn2)c3cccnc3n1)c4ncc(F)cn4,=,33,nM,O60674,Tyrosine-protein kinase JAK2,24359159,J. Med. Chem.,2014,57,1,144,365.37,1.87,106.33,0
CC1=CC=C(Cl)C=C1C1=CN(C=C1C(N)=O)C1=CC(N)=NC=N1,CHEMBL3403535,Cc1ccc(Cl)cc1c2cn(cc2C(=O)N)c3cc(N)ncn3,=,369,nM,O60674,Tyrosine-protein kinase JAK2,25882525,Bioorg. Med. Chem.,2015,23,10,2387,327.77,2.93,99.82,0
CN1CCN(CC1)C1=NC=C(C(N[C@H]2CCCN(C2)S(C)(=O)=O)=N1)C1=CN=C2NC=CC2=N1,CHEMBL3335699,CN1CCN(CC1)c2ncc(c(N[C@H]3CCCN(C3)S(=O)(=O)C)n2)c4cnc5[nH]ccc5n4,=,45,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,471.58,1.29,131.62,0
CC(C)(C)NS(=O)(=O)C1=CC=C(C(Cl)=C1)C1=CC=C2NN=C(N)C2=C1,CHEMBL482189,CC(C)(C)NS(=O)(=O)c1ccc(c(Cl)c1)c2ccc3[nH]nc(N)c3c2,=,39,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,378.88,3.29,109.25,0
CC1=CC=C(C=N1)C1=NC2=C(NC3=C2C=CC(=C3)N2CCC(F)(F)C2)C(=C1)C(N)=O,CHEMBL3649608,Cc1ccc(cn1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)N5CCC(F)(F)C5,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,407.42,3.41,87.9,0
C1CCC(CC1)C1=NOC2=CN=C3NC=CC3=C12,CHEMBL2322137,C1CCC(CC1)c2noc3cnc4[nH]ccc4c23,=,30,nM,O60674,Tyrosine-protein kinase JAK2,23265875,Bioorg. Med. Chem. Lett.,2013,23,3,693,241.29,3.23,54.71,0
CC(C)C[C@H](NC(=O)OC(C)(C)C)C1=NN=C(O1)S(=O)(=O)CC1=CC=CC=C1C,CHEMBL1341981,CC(C)C[C@H](NC(=O)OC(C)(C)C)c1oc(nn1)S(=O)(=O)Cc2ccccc2C,=,1676,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,423.53,3.95,119.77,0
CC1=CC(NC2=NC(=NN3C=CC=C23)N2CCN(CC2)C(=O)C2=CC=C(C=C2)C#N)=NN1,CHEMBL1682376,Cc1cc(Nc2nc(nn3cccc23)N4CCN(CC4)C(=O)c5ccc(cc5)C#N)n[nH]1,=,4.8,nM,O60674,Tyrosine-protein kinase JAK2,21282055,Bioorg. Med. Chem. Lett.,2011,21,5,1425,427.46,3.09,118.24,0
NCCN1C2=CC=C(C=C2N=C1C1=CC=C(O)C=C1)C(N)=O,CHEMBL3622834,NCCn1c(nc2cc(ccc12)C(=O)N)c3ccc(O)cc3,=,1300,nM,O60674,Tyrosine-protein kinase JAK2,26351728,J. Med. Chem.,2015,58,18,7596,296.32,1.41,107.16,0
NS(=O)(=O)C1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1,CHEMBL1080954,NS(=O)(=O)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,=,83,nM,O60674,Tyrosine-protein kinase JAK2,19762238,Bioorg. Med. Chem. Lett.,2009,19,20,5887,411.48,2.62,118.82,0
COCCN1CCN(CC2=CC=C(S2)C2=NC3=C(NC4=C3C=CC(=C4)N3CCOCC3)C(=C2)C(N)=O)CC1,CHEMBL3649621,COCCN1CCN(Cc2ccc(s2)c3cc(C(=O)N)c4[nH]c5cc(ccc5c4n3)N6CCOCC6)CC1,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,534.67,3.33,128.18,1
COC1=CC(NC2=NC=CC(=N2)C2=CC=C(Cl)C=C2)=CC(OC)=C1OC,CHEMBL3134612,COc1cc(Nc2nccc(n2)c3ccc(Cl)cc3)cc(OC)c1OC,=,21513,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,MedChemComm,2014,5,2,219,371.82,4.68,65.5,0
CC(C)C1=CC=C(C=C1)C1=NC2=CC(=CC=C2N1CCN)C(N)=O,CHEMBL3622832,CC(C)c1ccc(cc1)c2nc3cc(ccc3n2CCN)C(=O)N,=,5900,nM,O60674,Tyrosine-protein kinase JAK2,26351728,J. Med. Chem.,2015,58,18,7596,322.4,2.84,86.93,0
COC1=NC=C(F)C=C1[C@H]1CCCN1C1=NC2=C(C=NN2C=C1)C(=O)N[C@H]1CC[C@H](O)C1,CHEMBL3676025,COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)N[C@H]5CC[C@H](O)C5)c4n3,=,524,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,440.47,1.7,104.88,0
COC1=NC(C)=CC2=C1C1=C(CCN2CCC2=CC=CC=C2)C2=CC=C(C=C2N1)N1CCN(C)CC1,CHEMBL551570,COc1nc(C)cc2N(CCc3ccccc3)CCc4c([nH]c5cc(ccc45)N6CCN(C)CC6)c12,=,5100,nM,O60674,Tyrosine-protein kinase JAK2,19362847,Bioorg. Med. Chem.,2009,17,9,3308,481.63,5.85,47.63,1
C[C@@H](NC1=NC=C(C(N)=O)C2=C1C1=C(N2)C=CC(F)=C1)C(C)(C)C,CHEMBL1835021,C[C@@H](Nc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12)C(C)(C)C,=,210,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,328.38,3.57,83.8,0
NC(=O)C1=CN=C(NC2CCCCC2)C2=C1NC1=C2C=CC=C1,CHEMBL1835030,NC(=O)c1cnc(NC2CCCCC2)c3c4ccccc4[nH]c13,=,59,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,308.38,3.38,83.8,0
C[C@H](NC1=CC=C(C(N)=O)C2=C1C1=C(N2)C=C(C=C1)C1=CC=C(Cl)N=N1)C(C)(C)C,CHEMBL1835042,C[C@H](Nc1ccc(C(=O)N)c2[nH]c3cc(ccc3c12)c4ccc(Cl)nn4)C(C)(C)C,=,14,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,421.92,5.18,96.69,1
C[C@H](NC1=NC(NC2=NC=C(C)S2)=C(F)C(=N1)N1CCOCC1)C1=NC=C(F)C=N1,CHEMBL1080151,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,=,25,nM,O60674,Tyrosine-protein kinase JAK2,23562594,Bioorg. Med. Chem. Lett.,2013,23,10,3105,434.47,2.59,129.22,0
C[C@@]1(O)CC[C@@H](NC2=C(C=NN3C=CC=C23)C(N)=O)C1(C)C,CHEMBL3359915,C[C@@]1(O)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C,=,31,nM,O60674,Tyrosine-protein kinase JAK2,25453808,Bioorg. Med. Chem. Lett.,2014,24,24,5721,302.37,0.97,92.65,0
C[C@@]1(O)CCC[C@H]1NC1=C(C=NN2C=CC=C12)C(N)=O,CHEMBL3359923,C[C@@]1(O)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,=,400,nM,O60674,Tyrosine-protein kinase JAK2,25453808,Bioorg. Med. Chem. Lett.,2014,24,24,5721,274.32,0.51,92.65,0
C[C@]1(CO)CCC[C@H]1NC1=C(C=NN2C=CC=C12)C(N)=O,CHEMBL3359924,C[C@]1(CO)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,=,110,nM,O60674,Tyrosine-protein kinase JAK2,25453808,Bioorg. Med. Chem. Lett.,2014,24,24,5721,288.34,0.77,92.65,0
C[C@]1(F)CCC[C@H]1NC1=C(C=NN2C=CC=C12)C(N)=O,CHEMBL3359927,C[C@]1(F)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,=,18,nM,O60674,Tyrosine-protein kinase JAK2,25453808,Bioorg. Med. Chem. Lett.,2014,24,24,5721,276.31,1.45,72.42,0
C[C@@]1(F)CCC[C@H]1NC1=C(C=NN2C=CC=C12)C(N)=O,CHEMBL3359929,C[C@@]1(F)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,=,210,nM,O60674,Tyrosine-protein kinase JAK2,25453808,Bioorg. Med. Chem. Lett.,2014,24,24,5721,276.31,1.45,72.42,0
ONC(=O)CCCCC(=O)N1C\C=C\COCC2=CC=CC(=C2)C2=CC=NC(NC3=CC=CC(C1)=C3)=N2,CHEMBL3417193,ONC(=O)CCCCC(=O)N1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,=,547,nM,O60674,Tyrosine-protein kinase JAK2,25800646,Eur. J. Med. Chem.,2015,95,#N/A,104,501.58,3.64,116.68,1
COC1=C(OCCCN2CCOCC2)C=C2N=CC=C(OC3=CC=C(C=C3F)C3=CN=C(NC4=CC=C(F)C=C4)N(C)C3=O)C2=C1,CHEMBL453737,COc1cc2c(Oc3ccc(cc3F)C4=CN=C(Nc5ccc(F)cc5)N(C)C4=O)ccnc2cc1OCCCN6CCOCC6,=,3400,nM,O60674,Tyrosine-protein kinase JAK2,18763753,J. Med. Chem.,2008,51,18,5766,629.65,4.52,97.75,1
FC(F)(F)C1=CC=C2N(C=NC2=C1)C1=NC=C2NC(=O)N(C3CCOCC3)C2=N1,CHEMBL1087236,FC(F)(F)c1ccc2c(c1)ncn2c3ncc4NC(=O)N(C5CCOCC5)c4n3,=,1800,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,404.35,2.26,85.17,0
FC(F)(F)C1=CC=C2N=CN(C2=C1)C1=NC=C2NC(=O)N(C3CCOCC3)C2=N1,CHEMBL1088423,FC(F)(F)c1ccc2ncn(c3ncc4NC(=O)N(C5CCOCC5)c4n3)c2c1,=,560,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,404.35,2.26,85.17,0
ClC1=CC=C2N=CN(C2=C1)C1=NC=C2NC(=O)N(C3CCOCC3)C2=N1,CHEMBL1080322,Clc1ccc2ncn(c3ncc4NC(=O)N(C5CCOCC5)c4n3)c2c1,=,393,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,370.79,1.98,85.17,0
FC1=CC=CC(CN2C(=O)NC3=CN=C(N=C23)N2C=NC3=CC=C(C=C23)C#N)=C1F,CHEMBL1080332,Fc1cccc(CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N)c1F,=,270,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,403.34,3.35,99.72,0
FC1=CC=CC2=C1[C@H](CCO2)N1C(=O)NC2=CN=C(N=C12)N1C=NC2=CC=CC=C12,CHEMBL1079526,Fc1cccc2OCCC(N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56)c12,=,97,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,402.38,3.16,85.17,0
ClC1=CC=C2OCC[C@H](N3C(=O)NC4=CN=C(N=C34)N3C=NC4=CC=CC=C34)C2=C1,CHEMBL1076221,Clc1ccc2OCCC(N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56)c2c1,=,500,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,418.84,3.62,85.17,0
CC(C)OC1=CC(=NN1)N1C=NC2=CC=C(N[C@@H](C)C3=NC=C(F)C=N3)N=C12,CHEMBL3659497,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc23,=,3,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,382.39,2.72,106.43,0
CC(C)OC1=CC(=NN1)N1C=NC2=CC=C(N[C@@H](CO)C3=CC=C(F)C=N3)N=C12,CHEMBL2151322,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,=,3,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,397.41,2.79,113.77,0
CCOC1=CC(=NN1)N1C=NC2=CC=C(N[C@@H](CO)C3=CC=C(F)C=N3)N=C12,CHEMBL3659498,CCOc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,=,3,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,383.38,2.41,113.77,0
C[C@H](NC(=O)C1=CNC2=NC=C(N=C12)C1CC1)C1CC1,CHEMBL2325900,CC(NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C4CC4,=,22.4,nM,O60674,Tyrosine-protein kinase JAK2,23214979,J. Med. Chem.,2013,56,1,345,270.33,1.9,70.67,0
C[C@H](NC1=C2C=C(N(C)C2=NC(=N1)N1C=NC2=CC=NC=C12)C(=O)NCCN(C)C)C1=CC=CC=C1,CHEMBL233555,C[C@H](Nc1nc(nc2c1cc(C(=O)NCCN(C)C)n2C)n3cnc4ccncc34)c5ccccc5,=,19,nM,O60674,Tyrosine-protein kinase JAK2,17189692,Bioorg. Med. Chem. Lett.,2007,17,5,1250,483.57,3.37,105.79,0
CC1=CC(NC2=NC(=NN3C=CC=C23)N2CCN(CC2)C(=O)C2=CC=C(C)C=C2)=NN1,CHEMBL1682374,Cc1ccc(cc1)C(=O)N2CCN(CC2)c3nc(Nc4cc(C)[nH]n4)c5cccn5n3,=,4.5,nM,O60674,Tyrosine-protein kinase JAK2,21282055,Bioorg. Med. Chem. Lett.,2011,21,5,1425,416.48,3.7,94.45,0
CC1=CC(NC2=NC(=NN3C=CC=C23)N2CCN(CC2)C(=O)C2=CC=CC=C2C#N)=NN1,CHEMBL1682375,Cc1cc(Nc2nc(nn3cccc23)N4CCN(CC4)C(=O)c5ccccc5C#N)n[nH]1,=,6,nM,O60674,Tyrosine-protein kinase JAK2,21282055,Bioorg. Med. Chem. Lett.,2011,21,5,1425,427.46,3.09,118.24,0
O=C(CC1=CC=CC=C1)N1CCN(CC1)C1=NN2C=CC=C2C(NC2=CC=CC=N2)=N1,CHEMBL1682363,O=C(Cc1ccccc1)N2CCN(CC2)c3nc(Nc4ccccn4)c5cccn5n3,=,190,nM,O60674,Tyrosine-protein kinase JAK2,21282055,Bioorg. Med. Chem. Lett.,2011,21,5,1425,413.48,3.51,78.66,0
CCC1=CC=C(C=C1C1=C(C=C(N1)C1=CC=NC(N)=N1)C(N)=O)C(F)(F)F,CHEMBL3330130,CCc1ccc(cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3)C(F)(F)F,=,2,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,375.35,3.85,110.68,0
NC(=O)C1=C(NC(=C1)C1=CC=NC(N)=N1)C1=CC(Cl)=CC=C1C(F)(F)F,CHEMBL3330128,NC(=O)c1cc([nH]c1c2cc(Cl)ccc2C(F)(F)F)c3ccnc(N)n3,=,53,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,381.74,3.58,110.68,0
COC1=CC=C(Cl)C=C1C1=C(C=C(N1)C1=CC=NC(N)=N1)C(N)=O,CHEMBL3330123,COc1ccc(Cl)cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,=,308,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,343.77,2.62,119.91,0
CNC1=NC=CC(=N1)C1=CC(C(N)=O)=C(N1)C1=CC(Cl)=CC=C1C,CHEMBL3330118,CNc1nccc(n1)c2cc(C(=O)N)c([nH]2)c3cc(Cl)ccc3C,=,43,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,341.79,3.68,96.69,0
FC1=CC(NC2=NC=C(Cl)C(NCC3=CC=CC(NC(=O)C=C)=C3)=N2)=CC(F)=C1N1CCOCC1,CHEMBL3601235,Fc1cc(Nc2ncc(Cl)c(NCc3cccc(NC(=O)C=C)c3)n2)cc(F)c1N4CCOCC4,=,351,nM,O60674,Tyrosine-protein kinase JAK2,26258521,J. Med. Chem.,2015,58,16,6589,500.93,4.8,91.41,1
COC1=CC(=CC=C1NC1=NC=C(Cl)C(NCC2=CC=CC(NC(=O)C=C)=C2)=N1)N1CCN(C)CC1,CHEMBL3601223,COc1cc(ccc1Nc2ncc(Cl)c(NCc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,=,1050,nM,O60674,Tyrosine-protein kinase JAK2,26258521,J. Med. Chem.,2015,58,16,6589,508.02,4.64,94.65,1
CC1=CC=C(NC(=O)C2=CC=CC(=C2)C(F)(F)F)C=C1N1CCC2=NC(NC3=CC=C(N=C3)C(N)=O)=NC=C2C1,CHEMBL3658104,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1N3CCc4nc(Nc5ccc(nc5)C(=O)N)ncc4C3,=,8,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2015,#N/A,#N/A,#N/A,547.53,4.58,126.13,1
CN1CCN(CC1)C(=O)C1=CC=C(NC2=NC=C3CN(CCC3=N2)C2=CC(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=CC=C2C)C=C1,CHEMBL3658087,CN1CCN(CC1)C(=O)c2ccc(Nc3ncc4CN(CCc4n3)c5cc(NC(=O)c6cccc(c6)C(F)(F)F)ccc5C)cc2,=,3,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2015,#N/A,#N/A,#N/A,629.67,5.67,93.69,2
CN(C)[C@H]1CCN(C1)C1=CC(=NC=N1)C1=C2N=CC=CN2N=C1N,CHEMBL585527,CN(C)C1CCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,=,880,nM,O60674,Tyrosine-protein kinase JAK2,19857967,Bioorg. Med. Chem. Lett.,2009,19,23,6529,324.38,0.81,88.46,0
NC1=NN2C=CC=NC2=C1C1=CC(=NC=N1)N1CCC[C@@H](O)C1,CHEMBL570462,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC(O)C4,=,70,nM,O60674,Tyrosine-protein kinase JAK2,19857967,Bioorg. Med. Chem. Lett.,2009,19,23,6529,311.34,0.72,105.46,0
NC(=O)C1CCN(CC1)C1=CC(=NC=N1)C1=C2N=CC=CN2N=C1N,CHEMBL576272,NC(=O)C1CCN(CC1)c2cc(ncn2)c3c(N)nn4cccnc34,=,190,nM,O60674,Tyrosine-protein kinase JAK2,19857967,Bioorg. Med. Chem. Lett.,2009,19,23,6529,338.37,0.24,128.32,0
NC1=NN2C=CC=NC2=C1C1=CC(NCC2=CC=CC=N2)=NC=N1,CHEMBL576475,Nc1nn2cccnc2c1c3cc(NCc4ccccn4)ncn3,=,22,nM,O60674,Tyrosine-protein kinase JAK2,19857967,Bioorg. Med. Chem. Lett.,2009,19,23,6529,318.34,1.06,106.91,0
